feature_id,chip_5d,dealer_ratio_5d,foreign_5d,institutional_net,short_squeeze_proxy,advance_ratio,us_sentiment_score,vol_ratio_20d,BETA_60,CNTD_20,CNTD_5,CNTN_20,CNTN_5,CNTP_20,CNTP_5,CORD_10,CORR_10,IMIN_20,IMXD_20,KLEN,KLOW,KLOW2,KMID,KSFT,KSFT2,KUP,KUP2,RESI_10,RESI_20,RESI_5,RESI_60,RSQR_10,RSQR_20,RSQR_60,VSTD_10,VSTD_20,linear_factor,ma10_bias,ma60_bias,margin_balance,margin_change_5d_ts,margin_ratio,return_3d,return_5d,rsi5_dulling,volatility_20d,volatility_5d,vwap_bias,tech_bullish_streak_5,tech_disposal_active,tech_gap_down,tech_gap_up,tech_limit_down_count_10,tech_limit_up_streak_10,tech_locked_open_down_10,tech_locked_open_up_10,l1_bbBandwidthPct,l1_bestFvgStrength,l1_bestOrderBlockStrength,l1_bosBullish,l1_brokerConcentration,l1_brokerNetAmount5d,l1_closeAboveMa60Pct,l1_dealerNet5d,l1_diTrend,l1_displacementPct,l1_eps,l1_foreignTrustNet5d,l1_macdHist,l1_monthlyRevenueMoM,l1_monthlyRevenueYoY,l1_return20d,l1_revenueGrowthYoY,l1_roe,l1_sectorFlowCore,l1_sectorRsRatio,l1_sectorTurnoverShareDelta,l1_smcBullishScore,l1_smcNetScore,l1_squeezeMomentum,l1_squeezeRelease,l1_volumeExpansion20,l1_volumeMomentumDivergence132710,mom_12m_1m,mom_9m,mom_close_to_52w_high,mom_hl52,mom_ma50_200_ratio,mom_macd_trend_10,mom_reversal_1m,mom_reversal_6m,mom_rsi_14,mom_vol_adj_12m,size_log_mktcap,tech_adx_14,tech_atr_14,tech_bbands_pctb_20,tech_bbi,tech_bias_20,tech_cmo_14,tech_dma_10_50,tech_donchian_pos_20,tech_ema_12_pos,tech_emv_14,tech_granville_score,tech_kd9_k,tech_kdj_j_9,tech_keltner_pos_20,tech_ma_convergence,tech_mfi_14,tech_mtm_10,tech_obv,tech_psy_12,tech_roc_10,tech_sar,tech_slow_kd_14,tech_sma_20_pos,tech_tower_3,tech_trix_12,tech_volume_ratio_5,tech_vr_26,tech_williams_r_14,tech_wma_10_pos,val_bp,val_dp,val_ep,val_sp,liq_amihud_21d,vola_cv_90d,vola_min_130d,vola_realized_12m,vola_realized_1m,vol_chg_turnover_1y,vol_cv_volprice_20d,vol_money_flow_5d,vol_share_turnover_21d,vol_signal_5d
l1_brokerNetAmount5d,0.494702,0.019974,0.421808,0.230257,0.25911,5.1e-05,5.1e-05,0.109474,0.077017,0.271273,0.356432,-0.271678,-0.348688,0.223593,0.324758,0.22431,0.139706,0.212235,-0.268295,-0.002024,0.017348,0.017447,0.183404,0.182403,0.162188,-0.030243,-0.038343,0.125041,0.304654,-0.012082,0.358479,0.012171,-0.003228,-0.016076,-0.10906,-0.115941,0.191443,0.474225,0.33805,-0.086131,-0.084042,0.02793,0.283419,0.41775,0.230725,0.010845,0.066848,0.182601,0.320779,-0.007508,0.053098,0.076641,0.074922,-0.002958,0.022405,-0.007082,-0.083451,0.166157,0.156979,0.202394,-0.462489,1.0,0.30522,0.159675,0.362226,0.155244,-0.042177,0.611634,0.382738,0.04434,0.021324,0.318797,-0.046834,-0.033892,0.044583,0.063341,0.054628,0.157939,0.309474,0.468392,0.010249,0.0627,0.027533,-0.044186,0.058657,0.19952,0.17989,-0.005594,0.158303,-0.310265,-0.09867,0.391376,0.044342,0.089925,0.011132,0.103568,0.460209,0.471292,-0.452305,0.391376,0.176402,0.466658,0.476014,0.279168,0.015576,0.482087,0.47122,0.459189,0.071651,-0.305139,0.426214,0.232272,-0.282078,0.417468,0.410637,0.452821,0.452305,0.206285,0.197754,0.092969,0.234084,-0.481504,0.450087,0.045159,-0.01562,-0.018859,0.008138,0.136659,0.09089,0.080309,0.081199,0.084357,0.073385,-0.019368,-0.336647,0.124295,0.036385
l1_closeAboveMa60Pct,0.142474,0.016527,0.110744,0.068378,0.309204,4.7e-05,4.7e-05,0.021068,0.783834,0.513175,0.295425,-0.438797,-0.256517,0.503573,0.303403,0.41034,0.367413,0.504799,-0.597612,0.27772,0.169267,0.042441,0.128799,0.110887,0.142086,0.13723,0.018296,0.017576,0.044638,0.013458,0.326123,0.001946,-0.016495,0.018551,0.307377,0.291205,0.632098,0.491723,0.598639,0.05629,0.052807,-0.274068,0.130365,0.182337,0.212526,0.321641,0.232355,0.110918,0.266899,-0.114837,0.068115,0.095686,0.011899,-0.321197,0.058673,0.07776,0.207782,0.186323,0.208068,0.235604,-0.240092,0.30522,1.0,0.100407,0.773624,0.203337,0.142602,0.24497,0.213468,0.107242,0.1973,0.779542,0.048096,0.153099,0.179269,0.274859,0.042056,0.18959,0.499998,0.624072,-0.004197,0.148312,0.048986,0.184056,0.436389,0.572213,0.63668,0.31879,0.81979,-0.793744,-0.539784,0.648805,0.398489,-0.13095,0.311197,-0.184458,0.627267,0.634469,-0.702423,0.648805,0.826062,0.637064,0.638172,0.367017,0.113658,0.531842,0.372164,0.778162,-0.14478,-0.587681,0.519017,0.571403,-0.429138,0.574837,0.394823,0.618877,0.702423,0.198348,0.873176,0.021411,0.638155,-0.536654,0.432004,-0.151351,-0.027427,-0.027718,-0.049789,-0.174578,-0.085902,0.021022,-0.015634,-0.26971,0.404635,-0.194785,-0.263008,-0.262985,0.398716
l1_dealerNet5d,0.152209,-0.00959,0.058294,0.076333,0.129894,-0.002657,-0.002657,0.08771,0.014744,0.084316,0.109724,-0.07964,-0.104451,0.073882,0.10379,0.086104,0.064492,0.070545,-0.100775,0.02928,0.014505,-0.000136,0.053624,0.041108,0.036137,0.017168,0.002984,0.04573,0.111193,-0.002196,0.138392,0.008739,0.00187,-0.011857,0.028895,0.016359,0.051846,0.167689,0.116393,-0.006738,0.053471,-0.046806,0.097849,0.138481,0.08028,0.027202,0.05533,0.041147,0.071879,-0.024025,0.026259,0.031718,0.034447,-0.028732,0.016419,0.006005,-0.011042,0.064314,0.067918,0.08432,-0.08409,0.159675,0.100407,1.0,0.128602,0.060844,0.019012,0.081116,0.154584,0.02322,0.021543,0.114526,-0.006388,0.018601,0.026498,0.030686,0.033498,0.059001,0.11486,0.160074,0.005415,0.089788,0.064181,-0.018434,0.01718,0.066461,0.053987,-0.015201,0.040452,-0.111011,-0.025339,0.134349,0.014163,-0.022987,0.006263,0.000393,0.153939,0.1677,-0.162056,0.134349,0.047741,0.149323,0.168426,0.081544,0.011379,0.146381,0.145243,0.15111,0.004034,-0.106432,0.151117,0.071412,-0.073706,0.15312,0.155477,0.140739,0.162056,0.075789,0.068508,0.057845,0.070767,-0.1511,0.159658,-0.003035,0.012591,0.00475,0.001763,-0.009803,0.029729,0.034762,0.030485,0.012586,0.079729,-0.012624,-0.118533,0.014081,0.086512
l1_diTrend,0.221763,0.012139,0.175019,0.105569,0.337258,0.014258,0.014258,0.113642,0.437442,0.487293,0.373505,-0.413674,-0.32722,0.475859,0.378363,0.552202,0.483399,0.516032,-0.654033,0.28768,0.097927,-0.030112,0.0895,0.02266,0.050954,0.182494,0.069756,0.030203,0.169901,-0.030388,0.540449,-0.006748,-0.03167,-0.009831,0.242304,0.209624,0.508866,0.607502,0.664336,0.038808,0.0852,-0.191245,0.287551,0.386105,0.272454,0.270988,0.241143,0.022818,0.292912,-0.093014,0.093409,0.129153,0.035125,-0.311688,0.048833,0.064595,0.180589,0.258147,0.216195,0.273145,-0.250863,0.362226,0.773624,0.128602,1.0,0.203849,0.056529,0.269207,0.443188,0.113383,0.149029,0.746106,0.030414,0.068829,0.176901,0.246275,0.062528,0.206103,0.535318,0.664008,0.004021,0.225355,0.11883,0.092615,0.318868,0.392539,0.492149,0.174826,0.545934,-0.745341,-0.382172,0.752994,0.312909,-0.041901,0.189656,-0.13782,0.762879,0.716382,-0.778028,0.752994,0.583445,0.671614,0.718611,0.475987,0.040704,0.528364,0.433364,0.847457,-0.123458,-0.685244,0.611701,0.530671,-0.429828,0.674376,0.478488,0.594549,0.77803,0.249575,0.678393,0.035312,0.588451,-0.589268,0.536667,-0.116368,-0.061856,-0.069779,-0.051678,-0.058705,-0.090496,0.002713,-0.074042,-0.252664,0.381537,-0.243944,-0.309084,-0.208463,0.375406
l1_displacementPct,0.136245,0.005142,0.124362,0.353841,0.214385,5.8e-05,5.8e-05,0.199683,0.054819,0.207879,0.386697,-0.141699,-0.313921,0.238442,0.416247,0.09292,0.131859,0.050017,-0.097858,0.27333,0.072255,-0.037316,0.707255,0.57393,0.551243,0.146138,0.023112,0.560714,0.416796,0.669808,0.254121,-0.004661,0.00644,0.013645,0.117183,0.107092,0.128757,0.416445,0.220625,0.073441,0.03452,-0.125125,0.431719,0.331439,0.197777,0.080408,0.147529,0.574133,0.288733,-0.029455,0.10425,0.263656,-0.017078,-0.108734,-0.009149,0.040324,0.132837,0.227364,0.983221,0.34344,-0.526317,0.155244,0.203337,0.060844,0.203849,1.0,0.037684,0.135764,0.126441,0.024687,0.050932,0.192516,0.027096,0.034586,0.064444,0.080004,0.059736,0.971437,0.698,0.260766,0.027531,0.076487,0.044873,0.055273,0.113961,0.091658,0.169605,0.061193,0.046078,-0.188054,-0.121264,0.238257,0.120446,-0.060184,0.047366,-0.118471,0.374569,0.443735,-0.304599,0.238257,0.051577,0.34867,0.419934,0.089125,0.036886,0.195218,0.293601,0.354951,-0.099874,-0.172174,0.22848,0.153909,-0.28627,0.252953,0.246761,0.163826,0.304599,0.695193,0.049871,0.236551,0.172974,-0.393976,0.506698,-0.084831,-0.046016,-0.033714,-0.030817,-0.076438,-0.115664,-0.077167,-0.115787,-0.152906,0.191087,-0.034475,-0.598672,-0.131305,0.079
l1_eps,-0.014764,0.022026,-0.013954,-0.017869,0.071147,-0.001512,-0.001512,-0.01186,0.151492,0.134933,0.06303,-0.089064,-0.040972,0.157567,0.077571,-0.014728,-0.030289,0.076488,-0.095091,0.004445,0.029324,0.024347,0.021218,0.022074,0.020179,0.033879,0.027875,0.001694,-0.001177,0.000114,-0.000369,0.007433,0.0139,0.015316,0.112846,0.102029,0.089923,0.063067,0.005631,-0.035511,-0.007064,-0.407276,7.2e-05,-0.002454,0.031135,0.008594,0.005482,0.021446,0.089153,0.003341,-0.007002,0.016239,-0.013991,0.029618,-0.000623,0.000285,0.027581,0.028806,0.041408,0.039648,-0.010162,-0.042177,0.142602,0.019012,0.056529,0.037684,1.0,-0.003111,0.010206,0.00595,0.195553,0.094817,0.283701,0.922586,0.027261,0.041502,-0.005723,0.058097,0.060759,0.048161,0.00458,0.028649,-0.002492,0.27107,0.251034,0.272427,0.310375,0.251498,0.115273,-0.096744,-0.215206,0.092375,0.299513,-0.504578,-0.007148,-0.540651,0.085842,0.080342,-0.084342,0.092375,0.099379,0.113846,0.080965,0.023212,0.010453,0.118114,0.075939,0.103704,-0.030459,-0.055596,0.049489,0.056477,-0.145853,0.069566,0.055459,0.127666,0.084342,0.051672,0.117593,0.025937,0.071076,-0.098467,0.058173,-0.355807,0.453425,0.46458,-0.018921,-0.458096,-0.03058,-0.053299,-0.005849,-0.028677,-0.012926,0.150127,-0.058854,-0.176329,0.059947
l1_foreignTrustNet5d,0.717882,0.011543,0.680631,0.33317,0.181358,0.005498,0.005498,0.065131,0.102499,0.2142,0.258219,-0.192878,-0.240859,0.196591,0.245727,0.167429,0.116177,0.175343,-0.204873,0.046198,0.046215,0.030303,0.131045,0.13211,0.129607,0.010693,-0.014955,0.096347,0.179319,0.011775,0.228819,0.015339,0.02286,0.024292,-0.012395,-0.013645,0.180583,0.299758,0.241286,-0.022465,-0.169996,-0.016231,0.189521,0.269478,0.156224,0.014402,0.033102,0.13216,0.182207,-0.02728,0.041532,0.048282,0.021356,-0.001608,-0.01252,-0.005712,0.009994,0.115728,0.133681,0.143813,-0.32945,0.611634,0.24497,0.081116,0.269207,0.135764,-0.003111,1.0,0.235038,0.040487,0.052855,0.234174,-0.023729,0.004343,0.043537,0.062027,0.043331,0.127911,0.258348,0.3003,-0.000651,0.024682,0.026662,-0.01315,0.07307,0.151467,0.17017,0.039568,0.140867,-0.228804,-0.111442,0.293403,0.059209,0.020419,0.050625,0.010716,0.336482,0.315187,-0.307788,0.293403,0.160023,0.346771,0.315117,0.163574,0.063473,0.322473,0.322168,0.334558,-0.006238,-0.241558,0.266248,0.189302,-0.174255,0.275372,0.252596,0.312971,0.307789,0.159908,0.171254,0.064675,0.197676,-0.350655,0.289295,-0.015785,-0.020134,-0.024535,-0.006408,0.025269,-0.00496,0.021456,0.015896,-0.003407,0.084826,-0.001189,-0.231391,0.001822,0.024721
l1_macdHist,0.283452,0.005699,0.213755,0.134059,0.309861,-0.000381,-0.000381,0.2322,-0.203849,0.316919,0.379059,-0.296197,-0.351217,0.283573,0.364863,0.364799,0.238285,0.276347,-0.413716,0.096677,0.069801,0.02637,0.096729,0.09195,0.100123,0.033612,-0.009769,-0.062235,0.338571,-0.102336,0.750042,0.017277,0.043201,0.015018,0.067651,0.001854,0.029141,0.647721,0.489003,0.00664,0.103478,-0.072874,0.362047,0.547139,0.261959,0.092269,0.193505,0.092092,0.259783,-0.05717,0.066449,0.079014,0.112737,-0.211438,0.065232,0.059282,-0.005899,0.197319,0.158099,0.231928,-0.194558,0.382738,0.213468,0.154584,0.443188,0.126441,0.010206,0.235038,1.0,0.079715,0.026418,0.453649,-0.00447,0.007135,0.121737,0.136779,0.085873,0.126992,0.362036,0.693454,0.001431,0.359098,0.248974,-0.102749,0.011329,0.09729,0.07838,-0.130407,-0.012401,-0.422073,0.001514,0.615404,0.01789,-0.022577,0.055264,7.6e-05,0.639375,0.642055,-0.695721,0.615404,0.034652,0.59654,0.655449,0.520927,0.022567,0.624926,0.570498,0.575733,-0.027105,-0.466539,0.741903,0.249716,-0.360258,0.719877,0.641493,0.60856,0.695721,0.18376,0.155886,0.05099,0.179997,-0.633242,0.54664,-0.014759,0.014416,0.008358,-0.004924,0.025973,0.008954,0.025239,0.017891,0.015431,0.146007,-0.051688,-0.310553,0.026247,0.277292
l1_monthlyRevenueMoM,0.043561,0.002828,0.041783,0.022468,0.041549,-0.00175,-0.00175,0.014426,0.038506,0.094298,0.046582,-0.083042,-0.041073,0.089076,0.047151,0.08481,0.062571,0.100954,-0.119323,0.036557,0.024418,0.007778,0.00518,0.007247,0.013515,0.012517,-0.003462,-0.012779,-0.010677,-0.007833,0.109474,-0.004098,0.000413,0.009701,0.032418,0.026878,0.054874,0.078562,0.10278,0.011286,0.011302,-0.032662,0.031865,0.048941,0.033349,0.038063,0.031315,0.007216,0.023376,-0.015312,0.009536,0.015079,-0.003982,-0.043937,-0.009469,0.016293,0.016611,0.026514,0.027177,0.035377,-0.032178,0.04434,0.107242,0.02322,0.113383,0.024687,0.00595,0.040487,0.079715,1.0,0.263509,0.141819,-0.00162,0.006161,0.02078,0.028955,-0.008033,0.023649,0.079754,0.115095,-4.3e-05,0.034052,0.009323,0.002475,0.044116,0.052054,0.065682,0.015031,0.073496,-0.141695,-0.047258,0.128657,0.041044,-0.016738,0.019418,-0.031824,0.11552,0.108513,-0.125823,0.128657,0.089059,0.1212,0.105253,0.067461,0.009955,0.088424,0.058991,0.12837,-0.011736,-0.112148,0.090818,0.097755,-0.062873,0.099378,0.065968,0.110249,0.125822,0.026175,0.10612,0.003219,0.094347,-0.095909,0.066948,-0.023774,-0.004263,-0.024978,0.064896,-0.017544,-0.016503,-0.003061,-0.019528,-0.032408,0.044397,-0.020868,-0.035657,-0.030561,0.055188
l1_monthlyRevenueYoY,0.016227,0.011921,0.015563,0.002325,0.07491,-0.014457,-0.014457,-0.006521,0.178272,0.12408,0.060288,-0.086594,-0.040729,0.13999,0.07337,0.075833,0.071374,0.106609,-0.13082,0.1129,0.063585,0.013293,0.00346,0.001482,0.016858,0.059902,0.013807,-0.006979,-0.006423,-0.003847,0.042856,0.004268,0.008951,0.020786,0.134629,0.132326,0.150712,0.083878,0.054368,0.031158,0.010054,-0.182724,0.005597,0.01329,0.042333,0.030489,0.021647,0.001381,0.058825,-0.03265,0.000803,0.025882,-0.035679,-0.070331,-0.016254,0.026369,0.109275,0.040625,0.049797,0.046483,-0.033265,0.021324,0.1973,0.021543,0.149029,0.050932,0.195553,0.052855,0.026418,0.263509,1.0,0.151718,0.456821,0.209082,0.017715,0.023439,-0.008222,0.052632,0.090859,0.10757,0.002225,0.014912,0.013077,0.294871,0.3109,0.238491,0.32784,0.281065,0.169742,-0.154287,-0.263478,0.138153,0.336562,-0.150428,0.020524,-0.203017,0.123951,0.114662,-0.130476,0.138153,0.15947,0.130752,0.113441,0.047355,0.02181,0.119135,0.079722,0.15893,-0.082611,-0.127754,0.091971,0.123155,-0.113387,0.105548,0.066363,0.13795,0.130474,0.043489,0.156719,0.002605,0.139016,-0.105605,0.071775,-0.209791,-0.044331,-0.05038,0.046629,-0.170506,-0.113172,-0.070457,-0.10038,-0.136914,0.09518,0.00234,-0.042679,-0.162631,0.046173
l1_return20d,0.187543,0.01773,0.141926,0.098112,0.297475,5.1e-05,5.1e-05,0.07779,0.388889,0.621331,0.304315,-0.549904,-0.270646,0.58731,0.305596,0.432865,0.363813,0.627137,-0.742136,0.218803,0.136906,0.037777,0.131425,0.116461,0.137425,0.103818,0.010183,-0.007071,-0.033926,0.006582,0.643449,0.000117,-0.035526,0.027945,0.238354,0.205556,0.412174,0.527909,0.676095,0.040805,0.069743,-0.203443,0.203233,0.281442,0.219128,0.327115,0.243452,0.116504,0.26213,-0.108203,0.070539,0.094822,0.051994,-0.308913,0.066631,0.079756,0.137628,0.187914,0.205962,0.25429,-0.231934,0.318797,0.779542,0.114526,0.746106,0.192516,0.094817,0.234174,0.453649,0.141819,0.151718,1.0,0.02559,0.09978,0.236435,0.322914,0.057634,0.181184,0.583537,0.740887,-0.011101,0.209338,0.091365,0.019991,0.290095,0.427927,0.457857,0.119263,0.621845,-0.961406,-0.349529,0.737738,0.268005,-0.095498,0.255062,-0.113754,0.711153,0.713796,-0.815297,0.737738,0.643298,0.744456,0.700436,0.439416,0.084296,0.577339,0.380342,0.802489,-0.091063,-0.647168,0.577122,0.62965,-0.454137,0.638202,0.442713,0.698092,0.815297,0.198062,0.803893,0.024388,0.587396,-0.588363,0.456253,-0.100233,-0.011159,-0.015122,-0.02876,-0.097401,-0.042565,0.032585,0.003208,-0.190784,0.330743,-0.19404,-0.273408,-0.164766,0.411747
l1_revenueGrowthYoY,-0.025927,0.013206,-0.024286,-0.017168,0.046818,-0.012336,-0.012336,-0.009169,0.062225,0.041519,0.017551,-0.008607,-0.001868,0.067473,0.03144,9.3e-05,0.011324,0.023224,-0.031293,0.070578,0.032043,0.000204,-0.006593,-0.013332,-0.005447,0.049026,0.02255,0.001593,-0.000734,0.00145,-0.008414,0.005955,0.013866,0.038407,0.139023,0.139206,0.040967,0.012923,-0.029274,0.062507,0.006136,-0.159799,-0.007294,-0.009748,0.012694,-0.012216,-0.006643,-0.013471,0.035114,-0.021991,-0.009178,0.014145,-0.03367,-0.032178,-0.013559,0.010022,0.086,0.016652,0.025552,0.019206,0.013163,-0.046834,0.048096,-0.006388,0.030414,0.027096,0.283701,-0.023729,-0.00447,-0.00162,0.456821,0.02559,1.0,0.316112,0.007595,0.008849,-0.00748,0.033384,0.020841,0.006641,0.001215,-0.000941,0.012361,0.335521,0.269676,0.15572,0.245932,0.238153,0.050469,-0.026445,-0.184356,0.027498,0.339447,-0.184934,-0.021272,-0.198693,0.023664,0.016093,-0.018482,0.027498,0.037067,0.026499,0.01721,-0.007118,0.018897,0.030925,0.019328,0.03286,-0.06916,-0.028417,0.012275,0.031085,-0.066814,0.016985,0.006914,0.032957,0.018481,0.021962,0.035293,0.004524,0.028786,-0.020846,0.011282,-0.194656,-0.043363,0.064772,-0.01846,-0.207225,-0.105636,-0.091295,-0.121928,-0.099314,0.00943,0.04489,-0.010491,-0.149893,-0.005101
l1_roe,-0.015129,0.020361,-0.013228,-0.018834,0.062817,-0.007005,-0.007005,-0.011715,0.162892,0.135714,0.062812,-0.095939,-0.043914,0.151866,0.074154,-0.006918,-0.019981,0.081797,-0.097437,-0.000931,0.024127,0.020941,0.021434,0.021318,0.019531,0.02934,0.0254,0.000648,-0.002712,0.000301,-0.002924,0.006381,0.012046,0.012588,0.108788,0.100347,0.102323,0.064152,0.002747,-0.037432,-0.008493,-0.353643,-0.002117,-0.004491,0.030589,0.006019,0.003434,0.020799,0.069584,0.000593,-0.00331,0.013662,-0.011792,0.023521,0.003552,0.000105,0.021882,0.027352,0.037508,0.036296,-0.011781,-0.033892,0.153099,0.018601,0.068829,0.034586,0.922586,0.004343,0.007135,0.006161,0.209082,0.09978,0.316112,1.0,0.020146,0.030909,-0.00393,0.045192,0.060458,0.05319,0.002791,0.022549,-0.001277,0.304525,0.2826,0.287625,0.333296,0.282128,0.122061,-0.101962,-0.239381,0.095735,0.336392,-0.421334,-0.002726,-0.445953,0.087388,0.082752,-0.087591,0.095735,0.107012,0.112359,0.083212,0.028708,0.013497,0.114257,0.072975,0.108348,-0.02412,-0.061223,0.051801,0.062576,-0.120513,0.07234,0.054535,0.124083,0.08759,0.042825,0.123519,0.02042,0.080176,-0.096199,0.058661,-0.396063,0.417483,0.44392,-0.027326,-0.395322,-0.029249,-0.05453,-0.006911,-0.022248,-0.003852,0.123297,-0.056026,-0.163496,0.050596
l1_sectorFlowCore,0.04377,0.002414,0.035776,0.024008,0.105083,-0.004873,-0.004873,0.034556,0.083364,0.159044,0.080551,-0.1196,-0.059133,0.172211,0.09373,0.124827,0.118727,0.147417,-0.188007,0.125008,0.057944,0.002466,0.016793,0.0038,0.016161,0.067218,0.019149,0.000745,-0.0031,-0.000115,0.180138,0.007587,0.014755,0.002546,0.122986,0.113391,0.08768,0.133172,0.159743,0.060841,0.033961,-0.082266,0.056491,0.079509,0.060928,0.090174,0.073783,0.003832,0.069861,-0.038104,0.013618,0.029464,0.003271,-0.10194,0.014296,0.019823,0.107887,0.054963,0.067737,0.073391,-0.037308,0.044583,0.179269,0.026498,0.176901,0.064444,0.027261,0.043537,0.121737,0.02078,0.017715,0.236435,0.007595,0.020146,1.0,0.70014,0.131309,0.061607,0.125914,0.179231,-0.001654,0.069748,0.044582,0.03281,0.093346,0.079485,0.127151,0.044357,0.135732,-0.230084,-0.101434,0.181941,0.103636,-0.043823,0.046746,-0.089986,0.173489,0.175897,-0.200373,0.181941,0.150221,0.172347,0.171255,0.096851,0.025431,0.114799,0.077299,0.192177,-0.086308,-0.178973,0.147272,0.159823,-0.122424,0.159105,0.102277,0.14133,0.200372,0.057842,0.178176,0.011855,0.156487,-0.137218,0.115419,-0.055002,-0.01384,-0.02532,-0.022193,-0.068149,-0.07689,-0.05863,-0.087122,-0.124019,0.101805,-0.054984,-0.065348,-0.129405,0.123401
l1_sectorRsRatio,0.054135,0.005345,0.045667,0.029066,0.128335,0.007834,0.007834,0.028213,0.157964,0.214343,0.102646,-0.16166,-0.075551,0.230337,0.118674,0.170565,0.16127,0.204885,-0.255259,0.160184,0.075314,0.004223,0.020689,0.005317,0.022683,0.085302,0.022816,-0.005978,-0.015299,-0.00014,0.213144,-0.004101,-0.013753,0.014748,0.155629,0.144313,0.143397,0.17271,0.215763,0.069764,0.039684,-0.113754,0.06133,0.087409,0.075575,0.122911,0.093672,0.005325,0.110234,-0.048669,0.015367,0.037922,0.006278,-0.139367,0.023222,0.025699,0.122788,0.069968,0.083634,0.090123,-0.051585,0.063341,0.274859,0.030686,0.246275,0.080004,0.041502,0.062027,0.136779,0.028955,0.023439,0.322914,0.008849,0.030909,0.70014,1.0,0.144547,0.087015,0.163025,0.238598,0.004696,0.078972,0.04524,0.054843,0.143141,0.139782,0.198895,0.078948,0.203832,-0.316706,-0.155263,0.245375,0.153007,-0.051787,0.055432,-0.127281,0.230808,0.233489,-0.268419,0.245375,0.235407,0.234996,0.228547,0.126485,0.041464,0.152773,0.099628,0.26566,-0.089576,-0.241217,0.195634,0.22013,-0.181542,0.213688,0.132006,0.187075,0.268419,0.079868,0.253707,0.008812,0.219408,-0.18472,0.147615,-0.07926,-0.010874,-0.029498,-0.026447,-0.0892,-0.100898,-0.076253,-0.102344,-0.162211,0.143314,-0.074877,-0.079806,-0.171721,0.159774
l1_sectorTurnoverShareDelta,0.044434,0.003944,0.036871,0.030312,0.063401,0.007278,0.007278,0.129587,-0.015028,0.048592,0.074795,-0.054263,-0.072953,0.034664,0.068777,0.039665,0.030158,0.023705,-0.052856,0.036389,0.006556,-0.010527,0.047296,0.031783,0.031301,0.021272,0.004572,0.053028,0.087779,0.019421,0.095033,0.006425,0.006383,-0.001996,-0.008734,-0.023827,0.011918,0.112458,0.073445,-0.01391,0.04007,-0.023367,0.089849,0.094549,0.059757,0.014672,0.055804,0.031806,0.031006,0.011526,0.008173,0.034221,0.010273,-0.021508,0.005423,0.006891,-0.020494,0.067292,0.06798,0.066748,-0.036411,0.054628,0.042056,0.033498,0.062528,0.059736,-0.005723,0.043331,0.085873,-0.008033,-0.008222,0.057634,-0.00748,-0.00393,0.131309,0.144547,1.0,0.043507,0.072651,0.086655,0.007586,0.102355,0.0644,-0.021852,-0.006971,0.035372,0.014592,-0.028035,0.001273,-0.05441,0.005323,0.083805,-0.005057,0.012232,0.017771,0.036289,0.097607,0.109999,-0.099624,0.083805,0.005163,0.091442,0.108922,0.062303,0.010032,0.086975,0.092363,0.089387,0.010817,-0.058609,0.084156,0.026697,-0.023043,0.094901,0.102172,0.081076,0.099624,0.058957,0.017892,0.091929,0.027524,-0.097333,0.112804,0.016409,-0.000827,0.001924,0.017773,0.025882,0.020902,0.025734,0.030673,0.025183,0.093855,-0.01062,-0.097594,0.035463,0.078099
l1_smcBullishScore,0.137706,0.006997,0.125411,0.351348,0.200656,0.024826,0.024826,0.196626,0.043326,0.213678,0.401612,-0.154503,-0.331459,0.235544,0.426186,0.081076,0.117794,0.044042,-0.09425,0.228404,0.072873,-0.016743,0.688604,0.563062,0.55049,0.133246,0.028934,0.544709,0.40956,0.645924,0.248581,-0.004826,-0.005533,0.01081,0.093863,0.083952,0.121356,0.406643,0.218262,0.058405,0.030564,-0.11025,0.430783,0.3336,0.197556,0.060342,0.124709,0.563345,0.412713,-0.031581,0.083678,0.263915,-0.03203,-0.122579,-0.019678,0.044004,0.085251,0.228714,0.962673,0.387502,-0.514719,0.157939,0.18959,0.059001,0.206103,0.971437,0.058097,0.127911,0.126992,0.023649,0.052632,0.181184,0.033384,0.045192,0.061607,0.087015,0.043507,1.0,0.677751,0.256536,0.048992,0.077324,0.04248,0.044168,0.09888,0.099171,0.155552,0.047988,0.030909,-0.176965,-0.106428,0.236894,0.103489,-0.085026,-0.018349,-0.160457,0.371182,0.431554,-0.29667,0.236894,0.041851,0.347128,0.408961,0.094477,0.026477,0.17331,0.271617,0.348301,-0.059673,-0.164811,0.224517,0.144806,-0.417376,0.247689,0.243159,0.138665,0.296672,0.718962,0.031863,0.233262,0.165013,-0.395447,0.493693,-0.085208,0.01441,-0.019681,-0.026324,-0.062189,-0.077332,-0.049663,-0.075575,-0.103395,0.174358,-0.020424,-0.583872,-0.091327,0.073033
