api_key,market,namespace,field,group,adoption_priority,adoption_mode,dataset_lane,quality_gate,replaces_twse_tpex_primary,stockvision_use
kr_income_statement:income_tax_expense,kr,kr_income_statement,income_tax_expense,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_income_statement:net_income_from_continuing_operations,kr,kr_income_statement,net_income_from_continuing_operations,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_income_statement:net_income_from_discontinued_operations,kr,kr_income_statement,net_income_from_discontinued_operations,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_income_statement:other_adjustments_to_net_income,kr,kr_income_statement,other_adjustments_to_net_income,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_income_statement:net_income,kr,kr_income_statement,net_income,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_income_statement:net_income_deductions,kr,kr_income_statement,net_income_deductions,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_income_statement:bottom_line_net_income,kr,kr_income_statement,bottom_line_net_income,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_income_statement:eps,kr,kr_income_statement,eps,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_income_statement:eps_diluted,kr,kr_income_statement,eps_diluted,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_income_statement:weighted_average_shs_out,kr,kr_income_statement,weighted_average_shs_out,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_income_statement:weighted_average_shs_out_dil,kr,kr_income_statement,weighted_average_shs_out_dil,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_income_statement:original_date,kr,kr_income_statement,original_date,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_key_metrics:market_cap,kr,kr_key_metrics,market_cap,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_key_metrics:enterprise_value,kr,kr_key_metrics,enterprise_value,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_key_metrics:ev_to_sales,kr,kr_key_metrics,ev_to_sales,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_key_metrics:ev_to_operating_cash_flow,kr,kr_key_metrics,ev_to_operating_cash_flow,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_key_metrics:ev_to_free_cash_flow,kr,kr_key_metrics,ev_to_free_cash_flow,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_key_metrics:ev_to_ebitda,kr,kr_key_metrics,ev_to_ebitda,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_key_metrics:net_debt_to_ebitda,kr,kr_key_metrics,net_debt_to_ebitda,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_key_metrics:current_ratio,kr,kr_key_metrics,current_ratio,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_key_metrics:income_quality,kr,kr_key_metrics,income_quality,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_key_metrics:graham_number,kr,kr_key_metrics,graham_number,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_key_metrics:graham_net_net,kr,kr_key_metrics,graham_net_net,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_key_metrics:tax_burden,kr,kr_key_metrics,tax_burden,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_key_metrics:interest_burden,kr,kr_key_metrics,interest_burden,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_key_metrics:working_capital,kr,kr_key_metrics,working_capital,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_key_metrics:invested_capital,kr,kr_key_metrics,invested_capital,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_key_metrics:return_on_assets,kr,kr_key_metrics,return_on_assets,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_key_metrics:operating_return_on_assets,kr,kr_key_metrics,operating_return_on_assets,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_key_metrics:return_on_tangible_assets,kr,kr_key_metrics,return_on_tangible_assets,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_key_metrics:return_on_equity,kr,kr_key_metrics,return_on_equity,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_key_metrics:return_on_invested_capital,kr,kr_key_metrics,return_on_invested_capital,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_key_metrics:return_on_capital_employed,kr,kr_key_metrics,return_on_capital_employed,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_key_metrics:earnings_yield,kr,kr_key_metrics,earnings_yield,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_key_metrics:free_cash_flow_yield,kr,kr_key_metrics,free_cash_flow_yield,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_key_metrics:capex_to_operating_cash_flow,kr,kr_key_metrics,capex_to_operating_cash_flow,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_key_metrics:capex_to_depreciation,kr,kr_key_metrics,capex_to_depreciation,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_key_metrics:capex_to_revenue,kr,kr_key_metrics,capex_to_revenue,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_key_metrics:sales_general_and_administrative_to_revenue,kr,kr_key_metrics,sales_general_and_administrative_to_revenue,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_key_metrics:research_and_developement_to_revenue,kr,kr_key_metrics,research_and_developement_to_revenue,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_key_metrics:stock_based_compensation_to_revenue,kr,kr_key_metrics,stock_based_compensation_to_revenue,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_key_metrics:intangibles_to_total_assets,kr,kr_key_metrics,intangibles_to_total_assets,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_key_metrics:average_receivables,kr,kr_key_metrics,average_receivables,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_key_metrics:average_payables,kr,kr_key_metrics,average_payables,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_key_metrics:average_inventory,kr,kr_key_metrics,average_inventory,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_key_metrics:days_of_sales_outstanding,kr,kr_key_metrics,days_of_sales_outstanding,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_key_metrics:days_of_payables_outstanding,kr,kr_key_metrics,days_of_payables_outstanding,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_key_metrics:days_of_inventory_outstanding,kr,kr_key_metrics,days_of_inventory_outstanding,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_key_metrics:operating_cycle,kr,kr_key_metrics,operating_cycle,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_key_metrics:cash_conversion_cycle,kr,kr_key_metrics,cash_conversion_cycle,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_key_metrics:free_cash_flow_to_equity,kr,kr_key_metrics,free_cash_flow_to_equity,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_key_metrics:free_cash_flow_to_firm,kr,kr_key_metrics,free_cash_flow_to_firm,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_key_metrics:tangible_asset_value,kr,kr_key_metrics,tangible_asset_value,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_key_metrics:net_current_asset_value,kr,kr_key_metrics,net_current_asset_value,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_price:open,kr,kr_price,open,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_price:high,kr,kr_price,high,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_price:low,kr,kr_price,low,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_price:close,kr,kr_price,close,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_price:adj_close,kr,kr_price,adj_close,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_price:adj_open,kr,kr_price,adj_open,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_price:adj_high,kr,kr_price,adj_high,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_price:adj_low,kr,kr_price,adj_low,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_price:adj_pct_change,kr,kr_price,adj_pct_change,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_price:volume,kr,kr_price,volume,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:gross_profit_margin,kr,kr_ratios,gross_profit_margin,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:ebit_margin,kr,kr_ratios,ebit_margin,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:ebitda_margin,kr,kr_ratios,ebitda_margin,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:operating_profit_margin,kr,kr_ratios,operating_profit_margin,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:pretax_profit_margin,kr,kr_ratios,pretax_profit_margin,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:continuous_operations_profit_margin,kr,kr_ratios,continuous_operations_profit_margin,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:net_profit_margin,kr,kr_ratios,net_profit_margin,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:bottom_line_profit_margin,kr,kr_ratios,bottom_line_profit_margin,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:receivables_turnover,kr,kr_ratios,receivables_turnover,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:payables_turnover,kr,kr_ratios,payables_turnover,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:inventory_turnover,kr,kr_ratios,inventory_turnover,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:fixed_asset_turnover,kr,kr_ratios,fixed_asset_turnover,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:asset_turnover,kr,kr_ratios,asset_turnover,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:current_ratio,kr,kr_ratios,current_ratio,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:quick_ratio,kr,kr_ratios,quick_ratio,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:solvency_ratio,kr,kr_ratios,solvency_ratio,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:cash_ratio,kr,kr_ratios,cash_ratio,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:price_to_earnings_ratio,kr,kr_ratios,price_to_earnings_ratio,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:price_to_earnings_growth_ratio,kr,kr_ratios,price_to_earnings_growth_ratio,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:forward_price_to_earnings_growth_ratio,kr,kr_ratios,forward_price_to_earnings_growth_ratio,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:price_to_book_ratio,kr,kr_ratios,price_to_book_ratio,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:price_to_sales_ratio,kr,kr_ratios,price_to_sales_ratio,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:price_to_free_cash_flow_ratio,kr,kr_ratios,price_to_free_cash_flow_ratio,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:price_to_operating_cash_flow_ratio,kr,kr_ratios,price_to_operating_cash_flow_ratio,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:debt_to_assets_ratio,kr,kr_ratios,debt_to_assets_ratio,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:debt_to_equity_ratio,kr,kr_ratios,debt_to_equity_ratio,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:debt_to_capital_ratio,kr,kr_ratios,debt_to_capital_ratio,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:long_term_debt_to_capital_ratio,kr,kr_ratios,long_term_debt_to_capital_ratio,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:financial_leverage_ratio,kr,kr_ratios,financial_leverage_ratio,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:working_capital_turnover_ratio,kr,kr_ratios,working_capital_turnover_ratio,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:operating_cash_flow_ratio,kr,kr_ratios,operating_cash_flow_ratio,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:operating_cash_flow_sales_ratio,kr,kr_ratios,operating_cash_flow_sales_ratio,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:free_cash_flow_operating_cash_flow_ratio,kr,kr_ratios,free_cash_flow_operating_cash_flow_ratio,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:debt_service_coverage_ratio,kr,kr_ratios,debt_service_coverage_ratio,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:interest_coverage_ratio,kr,kr_ratios,interest_coverage_ratio,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:short_term_operating_cash_flow_coverage_ratio,kr,kr_ratios,short_term_operating_cash_flow_coverage_ratio,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:operating_cash_flow_coverage_ratio,kr,kr_ratios,operating_cash_flow_coverage_ratio,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:capital_expenditure_coverage_ratio,kr,kr_ratios,capital_expenditure_coverage_ratio,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:dividend_paid_and_capex_coverage_ratio,kr,kr_ratios,dividend_paid_and_capex_coverage_ratio,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:dividend_payout_ratio,kr,kr_ratios,dividend_payout_ratio,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:dividend_yield,kr,kr_ratios,dividend_yield,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:dividend_yield_percentage,kr,kr_ratios,dividend_yield_percentage,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:revenue_per_share,kr,kr_ratios,revenue_per_share,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:net_income_per_share,kr,kr_ratios,net_income_per_share,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:interest_debt_per_share,kr,kr_ratios,interest_debt_per_share,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:cash_per_share,kr,kr_ratios,cash_per_share,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:book_value_per_share,kr,kr_ratios,book_value_per_share,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:tangible_book_value_per_share,kr,kr_ratios,tangible_book_value_per_share,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:shareholders_equity_per_share,kr,kr_ratios,shareholders_equity_per_share,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:operating_cash_flow_per_share,kr,kr_ratios,operating_cash_flow_per_share,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:capex_per_share,kr,kr_ratios,capex_per_share,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:free_cash_flow_per_share,kr,kr_ratios,free_cash_flow_per_share,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:net_income_per_ebt,kr,kr_ratios,net_income_per_ebt,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:ebt_per_ebit,kr,kr_ratios,ebt_per_ebit,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:price_to_fair_value,kr,kr_ratios,price_to_fair_value,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:debt_to_market_cap,kr,kr_ratios,debt_to_market_cap,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:effective_tax_rate,kr,kr_ratios,effective_tax_rate,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_ratios:enterprise_value_multiple,kr,kr_ratios,enterprise_value_multiple,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_stock_rating:rating,kr,kr_stock_rating,rating,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_stock_rating:dcf_score,kr,kr_stock_rating,dcf_score,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_stock_rating:roe_score,kr,kr_stock_rating,roe_score,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_stock_rating:roa_score,kr,kr_stock_rating,roa_score,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_stock_rating:de_score,kr,kr_stock_rating,de_score,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_stock_rating:pe_score,kr,kr_stock_rating,pe_score,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_stock_rating:pb_score,kr,kr_stock_rating,pb_score,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
kr_company_profile,kr,kr_company_profile,,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_analyst_consensus:strong_buy,uk,uk_analyst_consensus,strong_buy,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_analyst_consensus:buy,uk,uk_analyst_consensus,buy,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_analyst_consensus:hold,uk,uk_analyst_consensus,hold,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_analyst_consensus:sell,uk,uk_analyst_consensus,sell,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_analyst_consensus:strong_sell,uk,uk_analyst_consensus,strong_sell,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_analyst_consensus:consensus,uk,uk_analyst_consensus,consensus,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:reported_currency,uk,uk_balance_sheet,reported_currency,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:cik,uk,uk_balance_sheet,cik,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:filing_date,uk,uk_balance_sheet,filing_date,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:accepted_date,uk,uk_balance_sheet,accepted_date,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:fiscal_year,uk,uk_balance_sheet,fiscal_year,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:cash_and_cash_equivalents,uk,uk_balance_sheet,cash_and_cash_equivalents,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:short_term_investments,uk,uk_balance_sheet,short_term_investments,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:cash_and_short_term_investments,uk,uk_balance_sheet,cash_and_short_term_investments,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:net_receivables,uk,uk_balance_sheet,net_receivables,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:accounts_receivables,uk,uk_balance_sheet,accounts_receivables,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:other_receivables,uk,uk_balance_sheet,other_receivables,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:inventory,uk,uk_balance_sheet,inventory,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:prepaids,uk,uk_balance_sheet,prepaids,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:other_current_assets,uk,uk_balance_sheet,other_current_assets,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:total_current_assets,uk,uk_balance_sheet,total_current_assets,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:property_plant_equipment_net,uk,uk_balance_sheet,property_plant_equipment_net,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:goodwill,uk,uk_balance_sheet,goodwill,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:intangible_assets,uk,uk_balance_sheet,intangible_assets,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:goodwill_and_intangible_assets,uk,uk_balance_sheet,goodwill_and_intangible_assets,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:long_term_investments,uk,uk_balance_sheet,long_term_investments,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:tax_assets,uk,uk_balance_sheet,tax_assets,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:other_non_current_assets,uk,uk_balance_sheet,other_non_current_assets,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:total_non_current_assets,uk,uk_balance_sheet,total_non_current_assets,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:other_assets,uk,uk_balance_sheet,other_assets,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:total_assets,uk,uk_balance_sheet,total_assets,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:total_payables,uk,uk_balance_sheet,total_payables,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:account_payables,uk,uk_balance_sheet,account_payables,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:other_payables,uk,uk_balance_sheet,other_payables,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:accrued_expenses,uk,uk_balance_sheet,accrued_expenses,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:short_term_debt,uk,uk_balance_sheet,short_term_debt,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:capital_lease_obligations_current,uk,uk_balance_sheet,capital_lease_obligations_current,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:tax_payables,uk,uk_balance_sheet,tax_payables,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:deferred_revenue,uk,uk_balance_sheet,deferred_revenue,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:other_current_liabilities,uk,uk_balance_sheet,other_current_liabilities,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:total_current_liabilities,uk,uk_balance_sheet,total_current_liabilities,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:long_term_debt,uk,uk_balance_sheet,long_term_debt,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:deferred_revenue_non_current,uk,uk_balance_sheet,deferred_revenue_non_current,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:deferred_tax_liabilities_non_current,uk,uk_balance_sheet,deferred_tax_liabilities_non_current,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:other_non_current_liabilities,uk,uk_balance_sheet,other_non_current_liabilities,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:total_non_current_liabilities,uk,uk_balance_sheet,total_non_current_liabilities,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:other_liabilities,uk,uk_balance_sheet,other_liabilities,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:capital_lease_obligations,uk,uk_balance_sheet,capital_lease_obligations,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:total_liabilities,uk,uk_balance_sheet,total_liabilities,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:treasury_stock,uk,uk_balance_sheet,treasury_stock,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:preferred_stock,uk,uk_balance_sheet,preferred_stock,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:common_stock,uk,uk_balance_sheet,common_stock,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:retained_earnings,uk,uk_balance_sheet,retained_earnings,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:additional_paid_in_capital,uk,uk_balance_sheet,additional_paid_in_capital,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:accumulated_other_comprehensive_income_loss,uk,uk_balance_sheet,accumulated_other_comprehensive_income_loss,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:other_total_stockholders_equity,uk,uk_balance_sheet,other_total_stockholders_equity,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:total_stockholders_equity,uk,uk_balance_sheet,total_stockholders_equity,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:total_equity,uk,uk_balance_sheet,total_equity,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:minority_interest,uk,uk_balance_sheet,minority_interest,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:total_liabilities_and_total_equity,uk,uk_balance_sheet,total_liabilities_and_total_equity,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:total_investments,uk,uk_balance_sheet,total_investments,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
